medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-07-31,Gold Medal,1,OKA Shinnosuke,Male,Japan,JPN,Japan,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,2003-10-31,1919480
2024-07-31,Silver Medal,2,ZHANG Boheng,Male,China,CHN,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,2000-03-04,1918864
2024-07-31,Bronze Medal,3,XIAO Ruoteng,Male,China,CHN,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1996-01-30,1918860
2024-07-31,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1994-06-11,1940205
2024-07-31,Silver Medal,2,LILIK Elena,Female,Germany,GER,Germany,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1998-09-14,1913770
2024-07-31,Bronze Medal,3,LEIBFARTH Evy,Female,United States,USA,United States,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,2004-01-26,1955132
2024-07-31,Gold Medal,1,TORRES GIL Jose,Male,Argentina,ARG,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1995-03-28,1916809
2024-07-31,Silver Medal,2,REILLY Kieran Darren David,Male,Great Britain,GBR,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,2001-07-12,1912548
2024-07-31,Bronze Medal,3,JEANJEAN Anthony,Male,France,FRA,France,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1998-05-13,1895685
2024-07-31,Gold Medal,1,DENG Yawen,Female,China,CHN,China,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,2005-10-17,1920569
2024-07-31,Silver Medal,2,BENEGAS Perris,Female,United States,USA,United States,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1995-07-22,1955071
2024-07-31,Bronze Medal,3,DIEHM Natalya,Female,Australia,AUS,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1997-09-23,1940118
2024-07-31,Gold Medal,1,BEKAURI Lasha,Male,Georgia,GEO,Georgia,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,2000-07-26,1548817
2024-07-31,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,2000-08-28,1896750
2024-07-31,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,2001-06-22,1891318
2024-07-31,Bronze Medal,3,TSELIDIS Theodoros,Male,Greece,GRE,Greece,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,1996-08-05,1961318
2024-07-31,Gold Medal,1,MATIC Barbara,Female,Croatia,CRO,Croatia,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1994-12-03,1898499
2024-07-31,Silver Medal,2,BUTKEREIT Miriam,Female,Germany,GER,Germany,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1994-05-08,1563082
2024-07-31,Bronze Medal,3,POLLERES Michaela,Female,Austria,AUT,Austria,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,1997-07-15,1566421
2024-07-31,Bronze Medal,3,WILLEMS Gabriella,Female,Belgium,BEL,Belgium,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,1997-07-01,1903248
2024-07-31,Gold Medal,1,RUANO OLIVA Adriana,Female,Guatemala,GUA,Guatemala,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1995-06-26,1958899
2024-07-31,Silver Medal,2,STANCO Silvana Maria,Female,Italy,ITA,Italy,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1993-01-06,1915317
2024-07-31,Bronze Medal,3,SMITH Penny,Female,Australia,AUS,Australia,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1995-04-21,1967454
2024-07-31,Gold Medal,1,PAN Zhanle,Male,China,CHN,China,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,2004-08-04,1945148
2024-07-31,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1998-06-25,1946200
2024-07-31,Bronze Medal,3,POPOVICI David,Male,Romania,ROU,Romania,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,2004-09-15,1543549
2024-07-31,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,2002-05-17,1909294
2024-07-31,Silver Medal,2,STUBBLETY-COOK Zac,Male,Australia,AUS,Australia,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1999-01-04,1946185
2024-07-31,Bronze Medal,3,CORBEAU Caspar,Male,Netherlands,NED,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,2001-04-03,1972545
2024-07-31,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2002-05-17,1909294
2024-07-31,Silver Medal,2,MILAK Kristof,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2000-02-20,1905860
2024-07-31,Bronze Medal,3,KHARUN Ilya,Male,Canada,CAN,Canada,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2005-02-07,1967058
2024-07-31,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,SWE,Sweden,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1993-08-17,1572557
2024-07-31,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,2002-12-07,1935923
2024-07-31,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1997-10-31,1925125
2024-07-31,Gold Medal,1,LEDECKY Katie,Female,United States,USA,United States,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1997-03-17,1935938
2024-07-31,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,France,FRA,France,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,2000-06-24,1909209
2024-07-31,Bronze Medal,3,GOSE Isabel,Female,Germany,GER,Germany,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,2002-05-09,1907171
2024-07-31,Gold Medal,1,YEE Alex,Male,Great Britain,GBR,Great Britain,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1998-02-18,1904251
2024-07-31,Silver Medal,2,WILDE Hayden,Male,New Zealand,NZL,New Zealand,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1997-09-01,1926549
2024-07-31,Bronze Medal,3,BERGERE Leo,Male,France,FRA,France,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1996-06-28,1543967
2024-07-31,Gold Medal,1,BEAUGRAND Cassandre,Female,France,FRA,France,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1997-05-23,1543963
2024-07-31,Silver Medal,2,DERRON Julie,Female,Switzerland,SUI,Switzerland,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1996-09-10,1976489
2024-07-31,Bronze Medal,3,POTTER Beth,Female,Great Britain,GBR,Great Britain,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1991-12-27,1904244
2024-08-01,Gold Medal,1,BILES Simone,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1997-03-14,1959861
2024-08-01,Silver Medal,2,ANDRADE Rebeca,Female,Brazil,BRA,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1999-05-08,1953634
2024-08-01,Bronze Medal,3,LEE Sunisa,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,2003-03-09,1959866
2024-08-01,Gold Medal,1,PINTADO Brian Daniel,Male,Ecuador,ECU,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1995-07-29,1929767
2024-08-01,Silver Medal,2,BONFIM Caio,Male,Brazil,BRA,Brazil,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1991-03-19,1951928
2024-08-01,Bronze Medal,3,MARTIN Alvaro,Male,Spain,ESP,Spain,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1994-06-18,1904165
2024-08-01,Gold Medal,1,YANG Jiayu,Female,China,CHN,China,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1996-02-18,1919002
2024-08-01,Silver Medal,2,PEREZ Maria,Female,Spain,ESP,Spain,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1996-04-29,1905369
2024-08-01,Bronze Medal,3,MONTAG Jemima,Female,Australia,AUS,Australia,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1998-02-15,1939791
2024-08-01,Gold Medal,1,de GENNARO Giovanni,Male,Italy,ITA,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1992-07-21,1550975
2024-08-01,Silver Medal,2,CASTRYCK Titouan,Male,France,FRA,France,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,2004-08-28,1880464
2024-08-01,Bronze Medal,3,ECHANIZ Pau,Male,Spain,ESP,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,2001-05-29,1953935
2024-08-01,Gold Medal,1,KOTSOIEV Zelym,Male,Azerbaijan,AZE,Azerbaijan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1998-08-09,1972367
2024-08-01,Silver Medal,2,SULAMANIDZE Ilia,Male,Georgia,GEO,Georgia,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,2001-06-18,1552370
2024-08-01,Bronze Medal,3,PALTCHIK Peter,Male,Israel,ISR,Israel,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,1992-01-04,1892957
2024-08-01,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,Uzbekistan,UZB,Uzbekistan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,2000-04-05,1565754
2024-08-01,Gold Medal,1,BELLANDI Alice,Female,Italy,ITA,Italy,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1998-11-20,1925349
2024-08-01,Silver Medal,2,LANIR Inbar,Female,Israel,ISR,Israel,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,2000-04-03,1892794
2024-08-01,Bronze Medal,3,MA Zhenzhao,Female,China,CHN,China,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,1998-04-24,1891067
2024-08-01,Bronze Medal,3,SAMPAIO Patricia,Female,Portugal,POR,Portugal,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,1999-06-30,1943504
2024-08-01,Gold Medal,1,LIU Yukun,Male,China,CHN,China,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1997-04-12,1913922
2024-08-01,Silver Medal,2,KULISH Serhiy,Male,Ukraine,UKR,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1993-04-17,1555976
2024-08-01,Bronze Medal,3,KUSALE Swapnil,Male,India,IND,India,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1995-08-06,1538084
2024-08-01,Gold Medal,1,KOS Hubert,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,2003-03-28,1904977
2024-08-01,Silver Medal,2,CHRISTOU Apostolos,Male,Greece,GRE,Greece,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,1996-11-01,1954557
2024-08-01,Bronze Medal,3,MITYUKOV Roman,Male,Switzerland,SUI,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,2000-07-30,1977754
2024-08-01,Gold Medal,1,DOUGLASS Kate,Female,United States,USA,United States,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,2001-11-17,1935895
2024-08-01,Silver Medal,2,SMITH Tatjana,Female,South Africa,RSA,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,1997-07-09,1962589
2024-08-01,Bronze Medal,3,SCHOUTEN Tes,Female,Netherlands,NED,Netherlands,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,2000-12-31,1972525
2024-08-01,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,2006-08-18,1967140
2024-08-01,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,2002-02-09,1935984
2024-08-01,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,1998-04-19,1945125
2024-08-02,Gold Medal,1,CHEPTEGEI Joshua,Male,Uganda,UGA,Uganda,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,1996-09-12,1970827
2024-08-02,Silver Medal,2,AREGAWI Berihu,Male,Ethiopia,ETH,Ethiopia,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,2001-02-28,1536998
2024-08-02,Bronze Medal,3,FISHER Grant,Male,United States,USA,United States,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,1997-04-22,1960959
2024-08-02,Gold Medal,1,DAUDET Joris,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1991-02-12,1895661
2024-08-02,Silver Medal,2,ANDRE Sylvain,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1992-10-14,1895640
2024-08-02,Bronze Medal,3,MAHIEU Romain,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1995-02-17,1895700
2024-08-02,Gold Medal,1,SAKAKIBARA Saya,Female,Australia,AUS,Australia,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,1999-08-23,1940127
2024-08-02,Silver Medal,2,VEENSTRA Manon,Female,Netherlands,NED,Netherlands,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,1998-07-06,1969181
2024-08-02,Bronze Medal,3,CLAESSENS Zoe,Female,Switzerland,SUI,Switzerland,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,2001-04-28,1976480
2024-08-02,Gold Medal,1,RINER Teddy,Male,France,FRA,France,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,1989-04-07,1891323
2024-08-02,Silver Medal,2,KIM Minjong,Male,Korea,KOR,Korea,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,2000-09-01,1928072
2024-08-02,Bronze Medal,3,RAKHIMOV Temur,Male,Tajikistan,TJK,Tajikistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000100--,1997-07-08,1567512
2024-08-02,Bronze Medal,3,YUSUPOV Alisher,Male,Uzbekistan,UZB,Uzbekistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000200--,1998-11-27,1566931
2024-08-02,Gold Medal,1,SOUZA Beatriz,Female,Brazil,BRA,Brazil,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,1998-05-20,1953777
2024-08-02,Silver Medal,2,HERSHKO Raz,Female,Israel,ISR,Israel,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,1998-06-19,1892796
2024-08-02,Bronze Medal,3,KIM Hayun,Female,Korea,KOR,Korea,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000100--,2000-01-07,1928070
2024-08-02,Bronze Medal,3,DICKO Romane,Female,France,FRA,France,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000200--,1999-09-30,1891300
2024-08-02,Gold Medal,1,LEONE Chiara,Female,Switzerland,SUI,Switzerland,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,1998-06-15,1977709
2024-08-02,Silver Medal,2,MADDALENA Sagen,Female,United States,USA,United States,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,1993-08-16,1944373
2024-08-02,Bronze Medal,3,ZHANG Qiongyue,Female,China,CHN,China,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,2004-03-12,1913972
2024-08-02,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,2002-05-17,1909294
2024-08-02,Silver Medal,2,SCOTT Duncan,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1997-05-06,1903621
2024-08-02,Bronze Medal,3,WANG Shun,Male,China,CHN,China,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1994-02-11,1945186
2024-08-02,Gold Medal,1,McEVOY Cameron,Male,Australia,AUS,Australia,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1994-05-13,1946161
2024-08-02,Silver Medal,2,PROUD Benjamin,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1994-09-21,1903616
2024-08-02,Bronze Medal,3,MANAUDOU Florent,Male,France,FRA,France,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1990-11-12,1909292
2024-08-02,Gold Medal,1,McKEOWN Kaylee,Female,Australia,AUS,Australia,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,2001-07-12,1946198
2024-08-02,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,2002-02-09,1935984
2024-08-02,Bronze Medal,3,MASSE Kylie,Female,Canada,CAN,Canada,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1996-01-18,1967104
2024-08-02,Bronze Medal,3,SWIATEK Iga,Female,Poland,POL,Poland,,,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000200--,2001-05-31,1931815
2024-08-02,Gold Medal,1,LITVINOVICH Ivan,Male,AIN,AIN,Belarus,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,2001-06-26,1937347
2024-08-02,Silver Medal,2,WANG Zisai,Male,China,CHN,China,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,2006-06-18,1918790
2024-08-02,Bronze Medal,3,YAN Langyu,Male,China,CHN,China,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1999-08-31,1918789
2024-08-02,Gold Medal,1,PAGE Bryony,Female,Great Britain,GBR,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745
2024-08-02,Silver Medal,2,BARDZILOUSKAYA Viyaleta,Female,AIN,AIN,Belarus,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,2005-06-07,1938437
2024-08-02,Bronze Medal,3,METHOT Sophiane,Female,Canada,CAN,Canada,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1998-08-03,1973102
2024-08-03,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,,,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,2003-06-13,1902147
