order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O100223,C12693,P229487,Grocery,1.02,0.0,1,Credit Card,2024-05-25,5,East,No,1.02,2.2,-2.12,20,Male
O100224,C14891,P212647,Home,433.77,0.0,1,Credit Card,2025-06-26,3,Central,Yes,433.77,7.22,114.24,43,Male
O100225,C15147,P231734,Fashion,42.68,0.05,1,Wallet,2024-03-05,5,West,No,40.55,5.77,8.42,48,Female
O100226,C15739,P229018,Home,168.7,0.0,1,Credit Card,2025-05-19,7,West,No,168.7,8.16,39.08,51,Female
O100227,C13627,P221627,Toys,49.93,0.0,1,Wallet,2025-07-29,4,South,No,49.93,6.99,12.98,33,Female
O100228,C11363,P221031,Grocery,8.47,0.15,2,Debit Card,2025-03-13,5,South,No,14.4,4.4,-3.25,37,Male
O100229,C17965,P239449,Fashion,33.57,0.0,1,Credit Card,2024-01-23,4,Central,No,33.57,5.32,6.43,68,Male
O100230,C11981,P202701,Home,34.06,0.0,2,Debit Card,2023-09-25,4,North,No,68.12,5.7,13.37,63,Female
O100231,C15450,P246943,Grocery,32.11,0.0,1,COD,2024-07-15,6,South,No,32.11,4.49,-1.92,40,Female
O100232,C11663,P242890,Electronics,389.04,0.0,1,COD,2024-03-29,4,North,No,389.04,7.63,39.05,52,Male
O100233,C11529,P249573,Toys,5.91,0.0,1,Debit Card,2024-04-14,3,North,No,5.91,3.39,-1.03,52,Other
O100234,C12038,P216719,Home,118.03,0.1,2,COD,2024-09-18,4,South,No,212.45,9.3,50.19,46,Female
O100235,C17515,P209718,Home,62.37,0.15,3,UPI,2025-06-26,3,North,No,159.04,8.82,35.71,55,Male
O100236,C15592,P200056,Home,30.96,0.0,1,Credit Card,2024-12-09,5,West,No,30.96,6.17,2.5,24,Female
O100237,C13302,P246741,Home,36.43,0.05,1,COD,2025-04-16,4,North,No,34.61,4.45,5.24,58,Male
O100238,C12237,P215352,Sports,90.56,0.05,1,Debit Card,2023-10-10,5,West,No,86.03,7.29,18.52,35,Male
O100239,C17392,P247820,Grocery,11.94,0.05,1,Credit Card,2024-10-26,6,West,No,11.34,4.76,-3.85,24,Female
O100240,C15504,P203147,Home,215.45,0.0,1,Credit Card,2024-07-17,7,East,No,215.45,7.77,52.56,40,Female
O100241,C15496,P203537,Toys,7.6,0.05,4,Credit Card,2024-09-20,5,South,No,28.88,6.38,5.17,64,Male
O100242,C11306,P222812,Sports,253.37,0.15,1,Debit Card,2025-09-03,3,Central,No,215.36,9.96,54.65,32,Male
O100243,C14029,P200721,Fashion,40.94,0.0,1,Debit Card,2025-06-17,4,Central,No,40.94,4.6,9.73,35,Male
O100244,C16776,P245037,Beauty,8.6,0.0,1,Credit Card,2025-01-12,4,West,No,8.6,2.96,0.91,31,Female
O100245,C12675,P216769,Sports,62.43,0.15,1,COD,2025-06-22,4,West,No,53.07,8.22,7.7,63,Female
O100246,C15068,P240194,Electronics,884.8,0.05,3,Wallet,2024-01-07,6,West,No,2521.68,12.53,290.07,30,Male
O100247,C15864,P246556,Home,95.63,0.0,1,Credit Card,2024-03-02,4,West,No,95.63,9.07,17.71,51,Female
O100248,C11282,P246775,Grocery,28.35,0.1,1,Credit Card,2025-06-25,4,Central,No,25.52,4.68,-2.64,32,Male
O100249,C17526,P243847,Beauty,7.27,0.0,1,Debit Card,2025-04-15,3,North,No,7.27,2.17,1.1,48,Male
O100250,C10709,P214346,Fashion,125.6,0.1,1,Debit Card,2024-02-13,4,West,No,113.04,7.9,31.66,65,Female
O100251,C15575,P239883,Fashion,32.69,0.0,4,PayPal,2024-11-12,3,North,No,130.76,6.66,39.11,66,Male
O100252,C15530,P210911,Fashion,140.25,0.0,1,Wallet,2024-09-06,5,East,Yes,140.25,7.55,41.54,56,Female
O100253,C14744,P200259,Home,274.72,0.05,1,PayPal,2023-09-25,4,North,No,260.98,9.1,63.97,24,Female
O100254,C14413,P220872,Fashion,58.04,0.0,2,Credit Card,2025-02-09,6,East,No,116.08,7.03,33.6,55,Female
O100255,C13748,P208791,Electronics,413.13,0.0,1,PayPal,2024-08-30,4,South,No,413.13,8.79,40.79,20,Female
O100256,C17392,P207536,Home,41.29,0.0,1,COD,2024-09-11,5,West,No,41.29,4.19,7.37,63,Female
O100257,C17986,P220432,Beauty,25.62,0.0,1,PayPal,2023-12-01,4,Central,No,25.62,6.05,5.48,49,Male
O100258,C15353,P232750,Electronics,309.15,0.05,1,COD,2024-02-27,7,East,No,293.69,9.11,26.13,50,Female
O100259,C14779,P241715,Electronics,182.17,0.0,1,Debit Card,2024-08-08,4,South,No,182.17,8.24,13.62,40,Male
O100260,C10663,P244537,Electronics,278.95,0.15,1,Credit Card,2024-09-18,6,East,No,237.11,6.78,21.67,39,Other
O100261,C11998,P219541,Fashion,135.15,0.0,1,COD,2024-02-28,7,East,No,135.15,7.76,39.54,27,Male
O100262,C17994,P243718,Fashion,5.26,0.1,1,Debit Card,2024-01-15,5,West,No,4.73,1.41,0.25,26,Male
O100263,C13445,P216860,Beauty,16.22,0.0,1,Credit Card,2024-01-05,8,East,No,16.22,4.87,2.43,41,Female
O100264,C13743,P205283,Home,63.45,0.0,1,Credit Card,2023-11-26,7,East,No,63.45,5.95,11.82,65,Male
O100265,C15727,P230743,Fashion,164.8,0.2,1,Credit Card,2023-10-10,4,North,No,131.84,5.96,40.18,49,Male
O100266,C11495,P242559,Toys,73.7,0.0,1,Wallet,2023-11-16,4,West,No,73.7,6.11,23.37,31,Male
O100267,C13304,P235127,Home,126.01,0.0,1,Debit Card,2025-02-04,5,East,No,126.01,5.32,29.96,50,Female
O100268,C13763,P207405,Electronics,309.52,0.0,1,UPI,2024-08-15,5,East,No,309.52,8.23,28.91,20,Female
O100269,C15232,P231181,Fashion,119.82,0.0,1,Debit Card,2023-12-04,6,South,Yes,119.82,6.39,35.55,60,Female
O100270,C11853,P232205,Grocery,1.09,0.0,1,COD,2025-04-29,5,East,No,1.09,1.22,-1.13,53,Male
O100271,C15616,P224408,Grocery,11.88,0.15,1,COD,2025-03-12,5,South,No,10.1,4.56,-3.75,38,Male
O100272,C16585,P217645,Fashion,6.23,0.15,1,Credit Card,2025-03-26,4,North,No,5.3,3.21,-1.36,50,Female
O100273,C14659,P247125,Electronics,1170.31,0.05,1,Debit Card,2024-12-18,4,Central,No,1111.79,11.47,121.94,32,Male
O100274,C11291,P206323,Home,60.81,0.0,1,Debit Card,2024-12-21,5,North,No,60.81,5.5,11.53,52,Male
O100275,C13581,P205937,Home,106.86,0.05,1,Wallet,2025-08-04,5,South,No,101.52,7.05,21.38,55,Female
O100276,C17974,P243798,Home,81.17,0.2,1,Wallet,2025-03-09,4,North,No,64.94,7.12,11.06,19,Female
O100277,C13457,P230431,Beauty,57.9,0.15,1,Credit Card,2025-02-25,6,East,No,49.22,5.57,16.58,44,Male
O100278,C17554,P217882,Fashion,428.38,0.0,1,Debit Card,2024-02-14,8,East,No,428.38,9.79,140.14,39,Male
O100279,C17280,P225324,Electronics,73.02,0.1,2,Credit Card,2024-06-28,5,West,No,131.44,6.39,9.38,24,Female
O100280,C11636,P213003,Beauty,35.26,0.1,1,UPI,2025-08-05,5,North,No,31.73,5.26,9.02,55,Male
O100281,C13696,P243346,Grocery,7.04,0.15,2,Credit Card,2025-01-30,4,South,No,11.97,4.65,-3.69,61,Male
O100282,C12999,P225106,Electronics,98.67,0.0,2,Debit Card,2023-09-30,4,North,No,197.34,9.02,14.66,48,Male
O100283,C13152,P212979,Sports,61.13,0.1,1,COD,2023-12-01,5,North,No,55.02,6.64,9.87,41,Female
O100284,C10698,P234977,Home,838.28,0.0,1,Credit Card,2025-03-14,5,North,No,838.28,10.7,224.02,62,Female
O100285,C12160,P244828,Fashion,26.76,0.0,1,Debit Card,2024-09-13,5,South,No,26.76,3.74,5.63,60,Male
O100286,C14097,P207228,Toys,8.39,0.0,1,Credit Card,2023-11-18,7,East,No,8.39,1.28,2.08,65,Female
O100287,C14737,P209300,Home,256.47,0.1,1,Debit Card,2024-01-10,4,Central,No,230.82,6.93,57.7,49,Male
O100288,C16363,P208681,Beauty,52.6,0.0,2,Debit Card,2024-09-16,6,South,No,105.2,6.11,41.23,24,Female
O100289,C15685,P240964,Home,64.48,0.0,1,COD,2025-04-05,5,South,No,64.48,5.73,12.32,23,Male
O100290,C10854,P208267,Electronics,165.3,0.2,1,Credit Card,2025-08-17,5,South,Yes,132.24,7.31,8.56,52,Male
O100291,C15855,P205372,Beauty,28.53,0.0,1,Credit Card,2024-08-01,6,North,No,28.53,5.06,7.78,32,Male
O100292,C17392,P238918,Home,40.24,0.1,2,Credit Card,2024-01-07,5,East,No,72.43,5.5,14.78,62,Male
O100293,C16528,P210920,Electronics,264.84,0.0,3,PayPal,2024-12-18,5,East,No,794.52,8.39,86.95,26,Female
O100294,C13474,P248769,Beauty,6.73,0.1,1,Debit Card,2024-11-23,6,East,No,6.06,4.24,-1.51,39,Female
O100295,C15757,P216856,Electronics,168.13,0.05,3,Wallet,2023-12-02,6,South,No,479.17,9.79,47.71,23,Male
O100296,C15249,P227785,Fashion,22.36,0.0,2,Debit Card,2024-08-25,4,North,No,44.72,5.92,9.73,29,Female
O100297,C15172,P247915,Toys,25.35,0.0,1,Wallet,2025-08-25,4,West,Yes,25.35,4.56,5.58,67,Female
O100298,C11707,P217221,Electronics,157.79,0.0,1,UPI,2024-05-29,3,North,No,157.79,6.55,12.38,59,Female
O100299,C12777,P225178,Sports,234.95,0.05,1,COD,2024-08-13,4,North,No,223.2,8.23,58.73,62,Male
O100300,C15791,P233954,Grocery,54.68,0.15,1,UPI,2025-05-31,3,North,No,46.48,6.37,-2.65,28,Male
O100301,C11733,P206461,Electronics,77.47,0.05,1,Debit Card,2024-02-19,5,West,No,73.6,6.89,1.94,25,Female
O100302,C15535,P217865,Home,76.74,0.0,1,Credit Card,2025-01-16,3,Central,No,76.74,4.75,16.74,36,Female
O100303,C16390,P244232,Beauty,11.8,0.0,1,Credit Card,2024-08-04,4,North,No,11.8,2.72,2.59,52,Female
O100304,C14931,P214052,Home,67.12,0.0,4,Credit Card,2025-07-09,4,West,No,268.48,9.1,66.07,38,Female
O100305,C13510,P230370,Beauty,10.56,0.0,1,Debit Card,2024-11-14,4,Central,No,10.56,4.11,0.64,18,Male
O100306,C10202,P207332,Home,73.51,0.1,1,Debit Card,2025-07-14,3,Central,No,66.16,6.83,11.69,20,Female
O100307,C13255,P249383,Electronics,99.55,0.1,1,UPI,2024-01-04,4,South,No,89.6,6.83,3.92,68,Female
O100308,C14218,P200327,Electronics,156.68,0.1,1,Credit Card,2024-06-03,7,East,No,141.01,8.29,8.63,20,Male
O100309,C14496,P222765,Sports,145.46,0.1,1,UPI,2024-12-21,6,East,No,130.91,9.17,30.1,23,Female
O100310,C10766,P205239,Fashion,25.73,0.0,1,Wallet,2024-03-30,4,Central,No,25.73,4.65,4.36,39,Male
O100311,C14389,P210078,Toys,6.58,0.0,1,PayPal,2023-12-08,6,East,No,6.58,4.64,-2.01,50,Female
O100312,C12327,P207038,Sports,21.29,0.0,1,COD,2024-01-06,8,South,No,21.29,4.35,2.04,68,Male
O100313,C12931,P208048,Electronics,189.01,0.05,2,Debit Card,2025-06-24,3,North,No,359.12,9.09,34.0,27,Male
O100314,C17777,P228671,Fashion,55.7,0.0,1,UPI,2024-02-11,4,Central,No,55.7,7.37,12.12,39,Male
O100315,C10197,P214954,Fashion,19.36,0.0,3,UPI,2025-08-09,4,Central,No,58.08,5.64,14.69,18,Male
O100316,C17125,P235065,Beauty,16.45,0.2,1,PayPal,2023-12-08,7,West,No,13.16,4.97,0.95,56,Female
O100317,C11930,P245471,Toys,61.88,0.0,2,Credit Card,2025-08-25,7,Central,No,123.76,6.41,43.09,60,Male
O100318,C13582,P202779,Electronics,311.23,0.0,1,Credit Card,2024-11-19,4,North,No,311.23,9.77,27.58,36,Female
O100319,C16895,P246474,Fashion,42.33,0.0,1,Credit Card,2025-07-10,6,East,No,42.33,5.1,9.72,34,Female
O100320,C16287,P213225,Home,79.46,0.0,1,Credit Card,2025-03-10,5,West,No,79.46,6.14,16.11,20,Female
O100321,C10608,P240086,Fashion,45.01,0.0,2,Debit Card,2025-09-07,4,North,No,90.02,6.82,24.69,58,Male
O100322,C13272,P232541,Beauty,105.2,0.2,2,Credit Card,2023-10-08,5,South,No,168.32,9.43,66.31,34,Female
O100323,C11147,P219720,Home,48.55,0.05,1,Credit Card,2024-07-15,5,East,No,46.12,5.88,7.03,65,Male
O100324,C14282,P213531,Fashion,144.93,0.05,1,Credit Card,2024-02-14,5,Central,Yes,137.68,7.41,40.78,19,Male
O100325,C13397,P205335,Home,31.25,0.15,1,Credit Card,2023-11-26,5,East,No,26.56,6.21,1.23,51,Female
O100326,C12511,P209530,Fashion,10.79,0.0,3,UPI,2024-02-03,3,North,No,32.37,5.31,6.02,23,Female
O100327,C17516,P224791,Fashion,57.28,0.0,1,Credit Card,2024-08-23,5,South,No,57.28,5.49,14.56,50,Male
O100328,C11794,P240270,Fashion,19.22,0.15,3,UPI,2023-12-07,6,East,No,49.01,5.69,11.46,48,Female
O100329,C10659,P201649,Beauty,17.4,0.0,1,PayPal,2024-03-23,5,South,No,17.4,3.31,4.52,36,Female
O100330,C12811,P213472,Home,182.23,0.1,5,Wallet,2024-10-11,5,North,No,820.04,10.09,219.52,69,Female
O100331,C17098,P202862,Fashion,42.63,0.0,1,Credit Card,2025-05-17,4,North,No,42.63,5.32,9.6,58,Male
O100332,C16051,P225185,Electronics,54.5,0.0,1,Credit Card,2024-08-19,5,East,No,54.5,4.71,1.83,43,Male
O100333,C16546,P227134,Electronics,168.64,0.0,1,Debit Card,2024-02-15,7,South,No,168.64,6.37,13.87,22,Male
O100334,C11369,P200917,Electronics,71.73,0.0,5,Credit Card,2023-10-11,4,South,No,358.65,8.5,34.54,31,Male
O100335,C11986,P212444,Home,353.02,0.05,1,Debit Card,2024-08-10,4,Central,No,335.37,8.0,85.9,35,Male
O100336,C15630,P241121,Fashion,82.83,0.15,2,COD,2023-10-05,4,North,No,140.81,8.38,40.9,43,Male
O100337,C10146,P220521,Home,553.17,0.0,1,Wallet,2023-09-24,4,West,No,553.17,10.14,144.75,68,Female
O100338,C13219,P238217,Fashion,111.39,0.0,1,COD,2024-07-08,4,West,No,111.39,6.42,32.57,58,Female
O100339,C12911,P222066,Beauty,18.8,0.0,3,COD,2025-02-11,5,West,No,56.4,6.67,18.71,61,Female
O100340,C11734,P202811,Sports,220.64,0.0,1,COD,2025-01-31,6,West,No,220.64,9.1,57.09,27,Female
O100341,C11843,P236189,Home,156.95,0.0,1,Wallet,2025-02-27,5,West,No,156.95,6.88,37.07,58,Male
O100342,C10488,P209290,Electronics,291.67,0.1,1,Debit Card,2024-08-10,4,West,Yes,262.5,7.03,24.47,37,Male
O100343,C12976,P235489,Electronics,200.49,0.1,2,COD,2025-07-31,4,West,No,360.88,8.39,34.92,47,Male
O100344,C11959,P227284,Fashion,61.17,0.1,1,Debit Card,2024-04-25,3,North,No,55.05,8.55,10.72,40,Male
O100345,C15759,P224698,Home,127.44,0.0,2,UPI,2024-10-09,3,North,No,254.88,8.95,62.42,61,Female
O100346,C16694,P243660,Electronics,359.53,0.0,2,Credit Card,2024-07-02,5,South,No,719.06,10.58,75.71,36,Female
O100347,C12385,P219637,Fashion,30.1,0.0,1,Credit Card,2024-09-14,3,North,No,30.1,4.22,6.32,48,Male
O100348,C12919,P248024,Grocery,18.7,0.1,1,Credit Card,2024-12-25,5,East,No,16.83,5.8,-4.45,61,Female
O100349,C14736,P233556,Electronics,77.57,0.0,1,PayPal,2025-01-12,5,South,No,77.57,7.05,2.26,29,Female
O100350,C11802,P216640,Grocery,18.05,0.0,1,Credit Card,2025-09-02,3,North,No,18.05,4.08,-2.64,40,Male
O100351,C16616,P204025,Toys,27.81,0.0,1,PayPal,2025-03-13,5,South,No,27.81,5.24,5.88,29,Female
O100352,C16065,P231476,Toys,16.27,0.0,1,Debit Card,2024-03-04,3,Central,No,16.27,4.32,2.19,42,Male
O100353,C16294,P206741,Toys,8.01,0.0,1,COD,2024-10-01,5,South,No,8.01,4.27,-1.07,37,Male
O100354,C15534,P203654,Electronics,288.05,0.0,1,Debit Card,2024-11-13,4,West,No,288.05,7.9,26.67,30,Female
O100355,C14061,P246348,Electronics,92.69,0.0,1,Debit Card,2024-11-16,4,West,No,92.69,5.92,5.2,20,Male
O100356,C13369,P240428,Electronics,159.09,0.0,1,Credit Card,2024-01-21,4,Central,No,159.09,7.28,11.81,44,Male
O100357,C15730,P236019,Electronics,227.77,0.1,1,Debit Card,2025-05-19,6,South,No,204.99,9.08,15.52,19,Female
O100358,C10262,P238036,Fashion,59.99,0.0,1,Credit Card,2025-02-09,6,North,No,59.99,6.96,14.04,23,Female
O100359,C15883,P244549,Toys,6.08,0.05,1,UPI,2024-06-29,4,North,No,5.78,3.6,-1.29,30,Other
O100360,C16287,P229843,Fashion,13.47,0.15,1,UPI,2025-04-28,4,North,No,11.45,4.23,-0.22,25,Male
O100361,C16489,P223560,Fashion,51.02,0.0,3,COD,2025-03-04,6,East,No,153.06,6.24,47.33,26,Male
O100362,C10623,P246257,Sports,121.9,0.0,2,Credit Card,2024-12-30,6,East,No,243.8,7.61,65.53,67,Male
O100363,C11016,P247899,Electronics,78.39,0.05,1,UPI,2024-05-22,5,East,No,74.47,6.44,2.5,69,Male
O100364,C13643,P240330,Home,14.44,0.05,1,UPI,2025-05-08,6,South,No,13.72,4.45,-0.61,18,Female
O100365,C14976,P215987,Fashion,12.83,0.0,1,COD,2023-09-28,6,South,No,12.83,3.98,0.51,29,Female
O100366,C12049,P220810,Toys,47.49,0.0,1,Debit Card,2025-06-26,6,South,No,47.49,4.0,15.0,53,Female
O100367,C17040,P220311,Home,157.03,0.1,3,PayPal,2023-12-20,4,West,No,423.98,7.45,111.26,39,Female
O100368,C15423,P247159,Sports,259.63,0.0,1,COD,2025-08-20,5,Central,Yes,259.63,7.67,70.22,52,Female
O100369,C16397,P234920,Electronics,405.15,0.0,1,Credit Card,2025-01-10,6,East,No,405.15,8.54,40.08,41,Male
O100370,C13723,P208738,Grocery,45.23,0.15,1,Credit Card,2025-05-13,7,East,No,38.45,4.35,-1.27,52,Female
O100371,C14548,P207888,Fashion,33.41,0.0,1,Debit Card,2025-01-12,5,North,No,33.41,5.27,6.42,67,Male
O100372,C13108,P242864,Sports,99.88,0.05,2,Debit Card,2025-04-26,6,East,No,189.77,6.93,50.0,58,Female
O100373,C15279,P205474,Grocery,13.1,0.05,1,Credit Card,2024-07-31,5,West,No,12.44,5.39,-4.39,67,Female
O100374,C14090,P200488,Home,10.41,0.0,1,Credit Card,2024-05-10,5,South,No,10.41,4.26,-1.35,28,Male
O100375,C17158,P224144,Home,13.67,0.0,2,Credit Card,2025-08-19,5,East,No,27.34,3.95,3.71,57,Female
O100376,C12056,P205622,Electronics,101.01,0.1,1,UPI,2025-01-08,5,South,No,90.91,7.29,3.62,38,Female
O100377,C17400,P231830,Home,104.23,0.0,1,Credit Card,2025-06-17,5,East,No,104.23,7.6,21.58,45,Male
O100378,C13170,P236542,Toys,13.07,0.2,1,PayPal,2025-06-28,3,North,No,10.46,4.29,-0.11,66,Female
O100379,C11682,P239214,Electronics,302.19,0.05,1,Debit Card,2024-03-09,6,East,No,287.08,9.02,25.43,42,Female
O100380,C16959,P227648,Grocery,22.22,0.1,1,Wallet,2024-04-17,6,South,No,20.0,4.43,-2.83,69,Male
O100381,C12255,P232697,Sports,179.85,0.1,2,Debit Card,2025-05-29,5,West,No,323.73,9.07,88.05,39,Other
O100382,C11154,P225223,Home,506.77,0.2,1,UPI,2024-08-24,6,East,No,405.42,10.12,103.4,69,Male
O100383,C14499,P221865,Beauty,22.98,0.0,1,Credit Card,2025-08-17,4,South,No,22.98,4.59,5.75,65,Male
O100384,C16295,P208572,Electronics,188.62,0.0,1,Credit Card,2025-07-16,6,South,No,188.62,9.83,12.8,24,Female
O100385,C16197,P240601,Fashion,23.1,0.0,1,UPI,2023-11-09,5,North,No,23.1,5.96,2.13,57,Male
O100386,C13191,P243026,Fashion,25.48,0.0,2,COD,2024-06-25,4,North,No,50.96,4.87,12.97,42,Female
O100387,C11696,P223501,Home,61.52,0.0,1,COD,2024-04-22,4,North,No,61.52,6.74,10.49,29,Male
O100388,C13991,P226866,Grocery,7.57,0.0,4,Credit Card,2024-01-20,4,Central,No,30.28,5.62,-3.2,33,Male
O100389,C14723,P212416,Home,20.25,0.15,1,Debit Card,2025-09-01,4,South,No,17.21,4.89,-0.07,35,Other
O100390,C14682,P225775,Beauty,27.59,0.0,3,Credit Card,2025-01-24,5,South,No,82.77,7.02,30.23,35,Male
O100391,C11648,P229080,Electronics,322.81,0.15,1,UPI,2024-04-13,5,North,No,274.39,10.65,22.28,47,Male
O100392,C15539,P204887,Sports,70.95,0.0,1,Credit Card,2024-11-13,5,West,No,70.95,5.23,16.06,29,Male
O100393,C11445,P219374,Beauty,5.07,0.0,1,Credit Card,2023-12-06,6,West,No,5.07,1.72,0.56,48,Male
O100394,C14199,P216605,Home,22.88,0.0,1,Wallet,2024-09-06,5,East,Yes,22.88,3.63,2.78,24,Female
O100395,C13923,P215684,Grocery,11.37,0.0,1,Credit Card,2024-02-19,5,South,No,11.37,5.23,-4.32,42,Female
O100396,C10253,P224002,Grocery,1.49,0.05,2,COD,2024-07-22,3,Central,No,2.83,2.44,-2.21,37,Female
O100397,C17394,P226015,Sports,136.87,0.0,2,Wallet,2024-12-26,6,West,No,273.74,9.52,72.6,36,Male
O100398,C13183,P222972,Grocery,67.88,0.0,4,Wallet,2025-06-18,3,North,No,271.52,10.2,11.52,21,Female
O100399,C12557,P200617,Beauty,25.29,0.3,3,Credit Card,2024-09-07,4,South,No,53.11,7.43,16.47,41,Female
O100400,C15592,P246404,Toys,27.28,0.2,1,Debit Card,2025-04-06,5,East,No,21.82,4.42,4.31,34,Female
O100401,C10098,P235338,Home,86.09,0.0,1,Debit Card,2025-01-07,4,Central,No,86.09,6.8,17.31,26,Female
O100402,C12200,P206309,Electronics,407.78,0.0,1,Credit Card,2025-06-12,5,East,No,407.78,8.52,40.41,28,Female
O100403,C15980,P219139,Grocery,14.89,0.0,1,Debit Card,2024-09-15,3,North,No,14.89,2.72,-1.53,21,Male
O100404,C12961,P202790,Electronics,614.78,0.0,2,PayPal,2024-11-05,4,North,No,1229.56,9.78,137.77,33,Male
O100405,C16015,P207826,Fashion,66.09,0.05,1,COD,2025-07-23,4,Central,No,62.79,5.42,16.56,55,Male
O100406,C14973,P212134,Electronics,499.31,0.05,1,Debit Card,2023-11-30,5,East,No,474.34,7.97,48.95,60,Male
O100407,C14433,P219693,Fashion,44.99,0.0,1,UPI,2024-03-19,7,South,No,44.99,6.17,9.58,67,Female
O100408,C13777,P204054,Fashion,37.58,0.2,1,Credit Card,2024-11-13,5,South,No,30.06,4.88,5.64,35,Female
O100409,C12869,P216090,Beauty,18.04,0.0,1,Credit Card,2025-04-09,5,North,No,18.04,4.68,3.44,33,Male
O100410,C13234,P223808,Grocery,7.55,0.15,1,PayPal,2024-11-17,4,West,No,6.42,3.19,-2.68,32,Female
O100411,C13791,P240449,Electronics,150.52,0.05,1,Credit Card,2024-11-24,5,West,No,142.99,7.03,10.13,55,Male
O100412,C10956,P215569,Toys,2.67,0.0,2,UPI,2023-10-22,5,North,No,5.34,3.02,-0.88,64,Male
O100413,C15800,P232227,Electronics,411.4,0.0,1,UPI,2025-02-26,4,North,No,411.4,9.03,40.34,29,Male
O100414,C14067,P206508,Electronics,801.48,0.05,1,Debit Card,2025-02-01,8,North,No,761.41,10.19,81.18,29,Female
O100415,C10160,P216608,Beauty,68.32,0.0,1,Wallet,2024-12-04,3,North,Yes,68.32,6.16,24.58,69,Male
O100416,C15699,P223523,Toys,19.09,0.0,1,UPI,2024-04-18,6,East,No,19.09,5.18,2.46,42,Female
O100417,C16944,P210433,Electronics,82.13,0.0,2,PayPal,2023-10-31,5,East,No,164.26,9.29,10.42,34,Female
O100418,C14493,P231939,Fashion,108.7,0.15,1,Credit Card,2023-10-31,5,West,No,92.4,6.44,25.9,57,Female
O100419,C11300,P245112,Electronics,497.63,0.05,1,Debit Card,2024-06-20,4,South,No,472.75,10.23,46.5,31,Female
O100420,C14911,P224520,Grocery,4.81,0.05,1,COD,2025-07-12,3,North,No,4.57,0.29,0.08,19,Male
O100421,C13987,P211888,Fashion,85.01,0.0,1,UPI,2025-05-25,6,East,No,85.01,5.36,24.39,68,Female
O100422,C11527,P230932,Home,94.09,0.0,1,Debit Card,2024-03-15,3,Central,No,94.09,6.62,19.73,36,Female
O100423,C16015,P219734,Grocery,29.78,0.0,3,Debit Card,2024-12-13,3,North,No,89.34,7.17,-0.02,31,Female
O100424,C15511,P203827,Beauty,9.97,0.2,2,Debit Card,2024-11-19,3,Central,No,15.95,3.6,3.58,62,Male
O100425,C15254,P216257,Grocery,22.25,0.05,1,Credit Card,2024-09-07,4,Central,No,21.14,4.43,-2.74,28,Male
O100426,C11218,P232194,Grocery,17.39,0.0,1,Debit Card,2024-12-31,6,South,No,17.39,5.43,-4.04,61,Female
O100427,C14496,P231318,Home,11.92,0.2,3,COD,2024-09-07,9,East,Yes,28.61,4.31,3.7,54,Female
O100428,C14735,P216793,Beauty,23.3,0.1,3,Debit Card,2024-11-08,5,South,No,62.91,6.41,21.9,65,Female
O100429,C13104,P234684,Fashion,66.81,0.15,3,COD,2024-03-29,5,West,No,170.37,6.93,52.7,57,Female
O100430,C12735,P228014,Grocery,3.24,0.0,1,Credit Card,2024-12-08,5,South,No,3.24,3.02,-2.76,62,Male
O100431,C14555,P202859,Fashion,42.32,0.15,1,Credit Card,2025-04-05,5,South,No,35.97,6.26,6.33,45,Male
O100432,C10954,P239840,Toys,9.13,0.0,1,Debit Card,2024-12-30,4,South,No,9.13,3.36,0.29,19,Female
O100433,C14565,P231856,Fashion,63.59,0.1,1,Debit Card,2025-05-22,5,West,No,57.23,8.05,11.98,52,Female
O100434,C13446,P248291,Fashion,43.19,0.05,1,PayPal,2023-10-13,5,East,No,41.03,5.75,8.61,57,Female
O100435,C11045,P234819,Electronics,365.71,0.2,2,COD,2025-08-16,4,West,Yes,585.14,8.88,61.34,39,Male
O100436,C16893,P220085,Beauty,4.84,0.0,2,Credit Card,2025-03-18,4,South,No,9.68,4.6,-0.24,58,Female
O100437,C11693,P208214,Fashion,12.29,0.0,1,UPI,2024-11-13,4,South,No,12.29,2.83,1.47,30,Female
O100438,C16181,P235736,Electronics,311.03,0.05,2,Credit Card,2024-03-16,4,North,No,590.96,10.05,60.87,64,Male
O100439,C16373,P241704,Fashion,14.83,0.3,1,UPI,2025-09-06,4,South,No,10.38,4.19,-0.56,62,Male
O100440,C13436,P200601,Fashion,38.95,0.0,1,UPI,2024-03-03,5,West,No,38.95,4.31,9.32,52,Male
O100441,C10562,P224318,Home,164.22,0.0,1,Debit Card,2024-05-28,4,Central,No,164.22,8.05,37.93,28,Female
O100442,C12485,P215451,Home,228.5,0.0,4,Credit Card,2024-03-12,6,West,No,914.0,10.29,245.63,25,Female
O100443,C15895,P246025,Electronics,100.16,0.05,1,Debit Card,2024-07-05,6,East,No,95.15,8.55,2.87,23,Female
O100444,C13354,P205274,Beauty,36.18,0.05,5,UPI,2025-05-20,7,East,No,171.86,6.05,71.29,47,Female
O100445,C16170,P218226,Toys,10.88,0.2,4,PayPal,2023-12-26,3,North,No,34.82,4.1,9.83,26,Female
O100446,C10225,P243634,Beauty,30.83,0.1,2,PayPal,2024-01-02,5,North,No,55.49,5.86,19.11,18,Female
