formula,categoria,descripcion,url,sintaxis,nombreFormula,idioma
REDOND.MULT,Matemáticas y trigonometría,Devuelve un número redondeado al múltiplo deseado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-redond-mult-c299c3b0-15a5-426d-aa4b-d2d5b3baf427,"REDOND.MULT(número, múltiplo)",REDOND.MULT,es-es
REDONDEA.IMPAR,Matemáticas y trigonometría,Redondea un número hacia arriba hasta el próximo entero impar.,https://support.microsoft.com/es-es/office/funci%C3%B3n-redondea-impar-deae64eb-e08a-4c88-8b40-6d0b42575c98,REDONDEA.IMPAR(número),REDONDEA.IMPAR,es-es
REDONDEA.PAR,Matemáticas y trigonometría,Redondea un número hacia arriba hasta el próximo entero par.,https://support.microsoft.com/es-es/office/funci%C3%B3n-redondea-par-197b5f06-c795-4c1e-8696-3c3b8a646cf9,REDONDEA.PAR(número),REDONDEA.PAR,es-es
REDONDEAR,Matemáticas y trigonometría,Redondea un número al número de dígitos especificado.,https://support.microsoft.com/es-es/office/redondear-funci%C3%B3n-redondear-c018c5d8-40fb-4053-90b1-b3e7f61a213c,=REDONDEAR(A1; 2),REDONDEAR,es-es
REDONDEAR.MAS,Matemáticas y trigonometría,"Redondea un número hacia arriba, en dirección contraria a cero.",https://support.microsoft.com/es-es/office/redondear-mas-funci%C3%B3n-redondear-mas-f8bc9b23-e795-47db-8703-db171d0c42a7,REDONDEAR.MAS(número; núm_decimales),REDONDEAR.MAS,es-es
REDONDEAR.MENOS,Matemáticas y trigonometría,"Redondea un número hacia abajo, hacia cero",https://support.microsoft.com/es-es/office/redondear-menos-funci%C3%B3n-redondear-menos-2ec94c73-241f-4b01-8c6f-17e6d7968f53,REDONDEAR.MENOS(número; núm_decimales),REDONDEAR.MENOS,es-es
RENDTO,Finanzas,Devuelve el rendimiento de un valor bursátil que genera intereses periódicos.,https://support.microsoft.com/es-es/office/rendto-funci%C3%B3n-rendto-f5f5ca43-c4bd-434f-8bd2-ed3c9727a4fe,"RENDTO(liquidación, vencimiento, tasa, pr, amortización, frecuencia, [base])",RENDTO,es-es
RENDTO.DESC,Finanzas,"Devuelve el rendimiento anual para un valor bursátil con descuento. Por ejemplo, una letra de tesorería.",https://support.microsoft.com/es-es/office/funci%C3%B3n-rendto-desc-a9dbdbae-7dae-46de-b995-615faffaaed7,"RENDTO.DESC(liquidación, vencimiento, pr, amortización, [base])",RENDTO.DESC,es-es
RENDTO.PER.IRREGULAR.1,Finanzas,Devuelve el rendimiento de un valor bursátil con un período inicial impar.,https://support.microsoft.com/es-es/office/rendto-per-irregular-1-funci%C3%B3n-rendto-per-irregular-1-66bc8b7b-6501-4c93-9ce3-2fd16220fe37,"RENDTO.PER.IRREGULAR.1(liquidación, vencimiento, emisión, primer_cupón, tasa, pr, amortización, frecuencia, [base])",RENDTO.PER.IRREGULAR.1,es-es
RENDTO.PER.IRREGULAR.2,Finanzas,Devuelve el rendimiento de un valor bursátil con un período final impar.,https://support.microsoft.com/es-es/office/funci%C3%B3n-rendto-per-irregular-2-c873d088-cf40-435f-8d41-c8232fee9238,"RENDTO.PER.IRREGULAR.2(liquidación, vencimiento, último_interés, tasa, pr, amortización, frecuencia, [base])",RENDTO.PER.IRREGULAR.2,es-es
RENDTO.VENCTO,Finanzas,Devuelve el rendimiento anual de un valor bursátil que genera intereses al vencimiento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-rendto-vencto-ba7d1809-0d33-4bcb-96c7-6c56ec62ef6f,"RENDTO.VENCTO(liquidación, vencimiento, emisión, tasa, pr, [base])",RENDTO.VENCTO,es-es
REPETIR,Texto,Repite el texto un número determinado de veces.,https://support.microsoft.com/es-es/office/funci%C3%B3n-repetir-04c4d778-e712-43b4-9c15-d656582bb061,"REPETIR(texto, núm_de_veces)",REPETIR,es-es
RESIDUO,Matemáticas y trigonometría,Devuelve el resto de la división.,https://support.microsoft.com/es-es/office/residuo-funci%C3%B3n-residuo-9b6cd169-b6ee-406a-a97b-edf2a9dc24f3,"RESIDUO(número, divisor)",RESIDUO,es-es
RRI,Finanzas,Devuelve una tasa de interés equivalente para el crecimiento de una inversión.,https://support.microsoft.com/es-es/office/rri-funci%C3%B3n-rri-6f5822d8-7ef1-4233-944c-79e8172930f4,"RRI(nper, va, vf)",RRI,es-es
SEC,Matemáticas y trigonometría,Devuelve la secante de un ángulo.,https://support.microsoft.com/es-es/office/sec-funci%C3%B3n-sec-ff224717-9c87-4170-9b58-d069ced6d5f7,SEC(número),SEC,es-es
SECH,Matemáticas y trigonometría,Devuelve la secante hiperbólica de un ángulo.,https://support.microsoft.com/es-es/office/sech-funci%C3%B3n-sech-e05a789f-5ff7-4d7f-984a-5edb9b09556f,SECH(número),SECH,es-es
SECUENCIA,Matemáticas y trigonometría,"Genera una lista de números secuenciales en una matriz, como 1, 2, 3, 4.",https://support.microsoft.com/es-es/office/funci%C3%B3n-secuencia-57467a98-57e0-4817-9f14-2eb78519ca90,=SECUENCIA(),SECUENCIA,es-es
SEGUNDO,Fecha y hora,Convierte un número de serie en un segundo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-second-740d1cfc-553c-4099-b668-80eaa24e8af1,SEGUNDO(núm_de_serie),SECOND,es-es
SENO,Matemáticas y trigonometría,Devuelve el seno de un ángulo dado.,https://support.microsoft.com/es-es/office/seno-funci%C3%B3n-seno-cf0e3432-8b9e-483c-bc55-a76651c95602,Sin( número ),SENO,es-es
SENOH,Matemáticas y trigonometría,Devuelve el seno hiperbólico de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sinh-1e4e8b9f-2b65-43fc-ab8a-0a37f4081fa7,SENOH(número),SINH,es-es
SERVICIOWEB,Web,Devuelve los datos de un servicio web.,https://support.microsoft.com/es-es/office/servicioweb-funci%C3%B3n-servicioweb-0546a35a-ecc6-4739-aed7-c0b7ce1562c4,=SERVICIOWEB(),SERVICIOWEB,es-es
SI,Lógica,Especifica una prueba lógica que se va a realizar.,https://support.microsoft.com/es-es/office/si-funci%C3%B3n-si-69aed7c9-4e8a-4755-a9bc-aa8bbff73be2,SI(prueba_lógica; valor_si_verdadero; [valor_si_falso]) ,SI,es-es
SI.CONJUNTO,Lógica,Comprueba si se cumplen una o varias condiciones y devuelve un valor que corresponde a la primera condición TRUE.,https://support.microsoft.com/es-es/office/funci%C3%B3n-si-conjunto-36329a26-37b2-467c-972b-4a39bd951d45,"SI.CONJUNTO(prueba_lógica1, valor_si_verdadero1, [prueba_lógica2, valor_si_verdadero2], [prueba_lógica3, valor_si_verdadero3],...)",SI.CONJUNTO,es-es
SI.ERROR,Lógica,"Devuelve un valor que se especifica si una fórmula lo evalúa como un error; de lo contrario, devuelve el resultado de la fórmula.",https://support.microsoft.com/es-es/office/funci%C3%B3n-si-error-c526fd07-caeb-47b8-8bb6-63f3e417f611,"=SI.ERROR(A2/B2; ""Error en el cálculo"")",SI.ERROR,es-es
SI.ND,Lógica,"Devuelve el valor que se especifica si la expresión se convierte en #N/A; de lo contrario, devuelve el resultado de la expresión.",https://support.microsoft.com/es-es/office/si-nd-funci%C3%B3n-si-nd-6626c961-a569-42fc-a49d-79b4951fd461,=SI.ND(),SI.ND,es-es
SIFECHA,Fecha y hora,"Calcula el número de días, meses o años entre dos fechas. Esta función es útil en las fórmulas en las que necesite calcular una edad.",https://support.microsoft.com/es-es/office/funci%C3%B3n-sifecha-25dba1a4-2812-480b-84dd-8b32a451b35c,"=SIFECHA(fecha_inicial;fecha_final;""Y"")",SIFECHA,es-es
SIGNO,Matemáticas y trigonometría,Devuelve el signo de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sign-109c932d-fcdc-4023-91f1-2dd0e916a1d8,SIGNO(número),SIGN,es-es
SLN,Finanzas,Devuelve la depreciación por método directo de un bien en un período dado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sln-cdb666e5-c1c6-40a7-806a-e695edc2f1c8,"SLN(costo, valor_residual, vida)",SLN,es-es
SUBTOTALES,Matemáticas y trigonometría,Devuelve un subtotal en una lista o base de datos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-subtotales-7b027003-f060-4ade-9040-e478765b9939,"SUBTOTALES(núm_función,ref1,[ref2],...)",SUBTOTALES,es-es
SUMA,Matemáticas y trigonometría,Suma sus argumentos.,https://support.microsoft.com/es-es/office/suma-funci%C3%B3n-suma-043e1c7d-7726-4e80-8f32-07b23e057f89,=SUMA(),SUMA,es-es
SUMA.CUADRADOS,Matemáticas y trigonometría,Devuelve la suma de los cuadrados de los argumentos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-suma-cuadrados-e3313c02-51cc-4963-aae6-31442d9ec307,"SUMA.CUADRADOS(número1, [número2], ...)",SUMA.CUADRADOS,es-es
SUMA.SERIES,Matemáticas y trigonometría,Devuelve la suma de una serie de potencias basada en la fórmula.,https://support.microsoft.com/es-es/office/suma-series-funci%C3%B3n-suma-series-a3ab25b5-1093-4f5b-b084-96c49087f637,"SUMA.SERIES(x, n, m, coeficientes)",SUMA.SERIES,es-es
SUMAPRODUCTO,Matemáticas y trigonometría,Devuelve la suma de los productos de los componentes de matriz correspondientes.,https://support.microsoft.com/es-es/office/sumaproducto-funci%C3%B3n-sumaproducto-16753e75-9f68-4874-94ac-4d2145a2fd2e,=SUMAPRODUCTO(),SUMAPRODUCTO,es-es
SUMAR.SI,Matemáticas y trigonometría,Suma las celdas especificadas según un criterio determinado.,https://support.microsoft.com/es-es/office/sumar-si-funci%C3%B3n-sumar-si-169b8c99-c05c-4483-a712-1697a653039b,SUMAR.SI(rango; criterio; [rango_suma]),SUMAR.SI,es-es
SUMAR.SI.CONJUNTO,Matemáticas y trigonometría,Suma las celdas de un intervalo que cumple varios criterios.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sumar-si-conjunto-c9e748f5-7ea7-455d-9406-611cebce642b,"SUMAR.SI.CONJUNTO(A2:A9;B2:B9;""=A*"";C2:C9;""Juan"")",SUMAR.SI.CONJUNTO,es-es
SUMAX2MASY2,Matemáticas y trigonometría,Devuelve la suma de la suma de los cuadrados de los valores correspondientes de dos matrices.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sumax2masy2-826b60b4-0aa2-4e5e-81d2-be704d3d786f,"SUMAX2MASY2(matriz_x, matriz_y)",SUMAX2MASY2,es-es
SUMAX2MENOSY2,Matemáticas y trigonometría,Devuelve la suma de la diferencia de los cuadrados de los valores correspondientes de dos matrices.,https://support.microsoft.com/es-es/office/sumax2menosy2-funci%C3%B3n-sumax2menosy2-9e599cc5-5399-48e9-a5e0-e37812dfa3e9,"SUMAX2MENOSY2(matriz_x, matriz_y)",SUMAX2MENOSY2,es-es
SUMAXMENOSY2,Matemáticas y trigonometría,Devuelve la suma de los cuadrados de las diferencias de los valores correspondientes de dos matrices.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sumaxmenosy2-9d144ac1-4d79-43de-b524-e2ecee23b299,"SUMAXMENOSY2(matriz_x, matriz_y)",SUMAXMENOSY2,es-es
SUSTITUIR,Texto,Sustituye texto nuevo por texto antiguo en una cadena de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-sustituir-6434944e-a904-4336-a9b0-1e58df3bc332,"SUSTITUIR(texto, texto_original, texto_nuevo, [núm_de_ocurrencia])",SUSTITUIR,es-es
SYD,Finanzas,Devuelve la depreciación por método de anualidades de un activo durante un período específico.,https://support.microsoft.com/es-es/office/funci%C3%B3n-syd-069f8106-b60b-4ca2-98e0-2a0f206bdb27,"SYD(costo, valor_residual, vida, período)",SYD,es-es
T,Texto,Convierte sus argumentos en texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-t-fb83aeec-45e7-4924-af95-53e073541228,T(valor),T,es-es
T.DIST.RT,Estadística,Devuelve la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/distr-t-cd-funci%C3%B3n-distr-t-cd-20a30020-86f9-4b35-af1f-7ef6ae683eda,"DISTR.T.CD(x,grados_de_libertad)",DISTR.T.CD,es-es
T.INV,Estadística,Devuelve el valor t de la distribución t del Estudiante como función de la probabilidad y los grados de libertad.,https://support.microsoft.com/es-es/office/inv-t-funci%C3%B3n-inv-t-2908272b-4e61-4942-9df9-a25fec9b0e2e,"INV.T(probabilidad,grados_de_libertad)",INV.T,es-es
T.INV.2T,Estadística,Devuelve el inverso de la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-t-2c-ce72ea19-ec6c-4be7-bed2-b9baf2264f17,"INV.T.2C(probabilidad,grados_de_libertad)",INV.T.2C,es-es
TAN,Matemáticas y trigonometría,Devuelve la tangente de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tan-08851a40-179f-4052-b789-d7f699447401,TAN(número),TAN,es-es
TANH,Matemáticas y trigonometría,Devuelve la tangente hiperbólica de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tanh-017222f0-a0c3-4f69-9787-b3202295dc6c,TANH(número),TANH,es-es
TASA,Finanzas,Devuelve la tasa de interés por período de una anualidad.,https://support.microsoft.com/es-es/office/rate-funci%C3%B3n-rate-9f665657-4a7e-4bb7-a030-83fc59e748ce,"TASA(nper, pago, va, [vf], [tipo], [estimar])",RATE,es-es
TASA.DESC,Finanzas,Devuelve la tasa de descuento de un valor bursátil.,https://support.microsoft.com/es-es/office/tasa-desc-funci%C3%B3n-tasa-desc-71fce9f3-3f05-4acf-a5a3-eac6ef4daa53,"TASA.DESC(liquidación, vencimiento, pr, amortización, [base])",TASA.DESC,es-es
TASA.INT,Finanzas,Devuelve la tasa de interés para la inversión total en un valor bursátil.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tasa-int-5cb34dde-a221-4cb6-b3eb-0b9e55e1316f,"TASA.INT(liquidación, vencimiento, inversión, amortización, [base])",TASA.INT,es-es
TASA.NOMINAL,Finanzas,Devuelve la tasa de interés nominal anual.,https://support.microsoft.com/es-es/office/tasa-nominal-funci%C3%B3n-tasa-nominal-7f1ae29b-6b92-435e-b950-ad8b190ddd2b,TASA.NOMINAL(tasa_efectiva;núm_per_año),TASA.NOMINAL,es-es
TDIST,Compatibilidad,Devuelve la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-t-630a7695-4021-4853-9468-4a1f9dcdd192,"DISTR.T(x,grados_de_libertad,colas)",DISTR.T,es-es
TENDENCIA,Estadística,Devuelve valores en una tendencia lineal.,https://support.microsoft.com/es-es/office/tendencia-funci%C3%B3n-tendencia-e2f135f0-8827-4096-9873-9a7cf7b51ef1,=TENDENCIA(),TENDENCIA,es-es
TEXTO,Texto,Da formato a un número y lo convierte en texto.,https://support.microsoft.com/es-es/office/texto-funci%C3%B3n-texto-20d5ac4d-7b94-49fd-bb38-93d29371225c,"=TEXTO(1234.567,""$#,##0.00"")",TEXTO,es-es
TEXTOBAHT,Texto,Convierte un número en texto usando el formato de moneda ß (baht).,https://support.microsoft.com/es-es/office/textobaht-funci%C3%B3n-textobaht-5ba4d0b4-abd3-4325-8d22-7a92d59aab9c,TEXTOBAHT(número),TEXTOBAHT,es-es
TIPO,Información,Devuelve un número que indica el tipo de datos de un valor.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tipo-45b4e688-4bc3-48b3-a105-ffa892995899,TIPO(valor),TIPO,es-es
TIPO.DE.ERROR,Información,Devuelve un número que se corresponde con un tipo de error.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tipo-de-error-10958677-7c8d-44f7-ae77-b9a9ee6eefaa,TIPO.DE.ERROR(valor_de_error),TIPO.DE.ERROR,es-es
TIR,Finanzas,Devuelve la tasa interna de retorno de una inversión para una serie de valores en efectivo.,https://support.microsoft.com/es-es/office/tir-funci%C3%B3n-tir-64925eaa-9988-495b-b290-3ad0c163c1bc,"TIR(valores, [estimación])",TIR,es-es
TIR.NO.PER,Finanzas,Devuelve la tasa interna de retorno para una programación de flujo de caja que no es necesariamente periódica.,https://support.microsoft.com/es-es/office/funci%C3%B3n-tir-no-per-de1242ec-6477-445b-b11b-a303ad9adc9d,"TIR.NO.PER(valores, [estimación])",TIR.NO.PER,es-es
TIRM,Finanzas,Devuelve la tasa interna de retorno donde se financian flujos de efectivo positivos y negativos a tasas diferentes.,https://support.microsoft.com/es-es/office/tirm-funci%C3%B3n-tirm-b020f038-7492-4fb4-93c1-35c345b53524,"TIRM(valores, tasa_financiación, tasa_reinversión)",TIRM,es-es
TRANSPONER,Búsqueda y referencia,Devuelve la transposición de una matriz..,https://support.microsoft.com/es-es/office/funci%C3%B3n-transponer-ed039415-ed8a-4a81-93e9-4b6dfac76027,TRANSPONER(matriz),TRANSPONER,es-es
TRUE,Lógica,Devuelve el valor lógico TRUE.,https://support.microsoft.com/es-es/office/verdadero-funci%C3%B3n-verdadero-7652c6e3-8987-48d0-97cd-ef223246b3fb,"=SI(A1=1,VERDADERO())",VERDADERO,es-es
TRUNCAR,Matemáticas y trigonometría,Trunca un número en un entero.,https://support.microsoft.com/es-es/office/funci%C3%B3n-truncar-8b86a64c-3127-43db-ba14-aa5ceb292721,TRUNCAR(número; [núm_decimales]),TRUNCAR,es-es
UNICAR,Texto,Devuelve el carácter Unicode al que hace referencia el valor numérico indicado.,https://support.microsoft.com/es-es/office/unicar-funci%C3%B3n-unicar-ffeb64f5-f131-44c6-b332-5cd72f0659b8,UNICAR(número),UNICAR,es-es
UNICODE,Texto,Devuelve el número (punto de código) que corresponde con el primer carácter del texto.,https://support.microsoft.com/es-es/office/unicode-funci%C3%B3n-unicode-adb74aaa-a2a5-4dde-aff6-966e4e81f16f,UNICODE(texto),UNICODE,es-es
UNICOS,Búsqueda y referencia,Devuelve una lista de valores únicos de una lista o rango.,https://support.microsoft.com/es-es/office/unique-funci%C3%B3n-unique-c5ab87fd-30a3-4ce9-9d1a-40204fb85e1e,=UNIQUE(),UNIQUE,es-es
URLCODIF,Web,Devuelve una cadena con codificación URL.,https://support.microsoft.com/es-es/office/urlcodif-funci%C3%B3n-urlcodif-07c7fb90-7c60-4bff-8687-fac50fe33d0e,=URLCODIF(),URLCODIF,es-es
VA,Finanzas,Devuelve el valor presente de una inversión.,https://support.microsoft.com/es-es/office/funci%C3%B3n-valact-23879d31-0e02-4321-be01-da16e8168cbd,"VA(tasa, nper, pago, [vf], [tipo])",VALACT,es-es
VALOR,Texto,Convierte un argumento de texto en un número.,https://support.microsoft.com/es-es/office/valor-funci%C3%B3n-valor-257d0108-07dc-437d-ae1c-bc2d3953d8c2,VALOR(texto),VALOR,es-es
VALOR.NUMERO,Texto,Convierte el texto en número de forma independiente de la configuración regional.,https://support.microsoft.com/es-es/office/valor-numero-funci%C3%B3n-valor-numero-1b05c8cf-2bfa-4437-af70-596c7ea7d879,"VALOR.NUMERO(Texto, [Separador_decimal], [Separador_grupos])",VALOR.NUMERO,es-es
VALORCUBO,Cubo,Devuelve el valor agregado de un cubo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-valorcubo-8733da24-26d1-4e34-9b3a-84a8f00dcbe0,VALORCUBO(conexión; [expresión_miembro1]; [expresión_miembro2]; …),VALORCUBO,es-es
VAR,Compatibilidad,Calcula la varianza en función de una muestra,https://support.microsoft.com/es-es/office/funci%C3%B3n-var-1f2b7ab2-954d-4e17-ba2c-9e58b15a7da2,"VAR(número1,[número2],...)",VAR,es-es
VAR.P,Estadística,Calcula la varianza en función de todo el conjunto de datos,https://support.microsoft.com/es-es/office/var-p-funci%C3%B3n-var-p-73d1285c-108c-4843-ba5d-a51f90656f3a,"VAR.P(número1,[número2],...)",VAR.P,es-es
VAR.S,Estadística,Calcula la varianza en función de una muestra,https://support.microsoft.com/es-es/office/var-s-funci%C3%B3n-var-s-913633de-136b-449d-813e-65a00b2b990b,"VAR.S(número1,[número2],...)",VAR.S,es-es
VARA,Estadística,"Calcula la varianza en función de una muestra que incluye números, texto y valores lógicos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-vara-3de77469-fa3a-47b4-85fd-81758a1e1d07,"VARA(valor1, [valor2], ...)",VARA,es-es
VARP,Compatibilidad,Calcula la varianza en función de todo el conjunto de datos,https://support.microsoft.com/es-es/office/funci%C3%B3n-varp-26a541c4-ecee-464d-a731-bd4c575b1a6b,"VARP(número1,[número2],...)",VARP,es-es
VARPA,Estadística,"Calcula la varianza en función de toda la población, incluidos números, texto y valores lógicos",https://support.microsoft.com/es-es/office/funci%C3%B3n-varpa-59a62635-4e89-4fad-88ac-ce4dc0513b96,"VARPA(valor1, [valor2], ...)",VARPA,es-es
VF,Finanzas,Devuelve el valor futuro de una inversión.,https://support.microsoft.com/es-es/office/vf-funci%C3%B3n-2eef9f44-a084-4c61-bdd8-4fe4bb1b71b3,"VF(tasa,núm_per,pago,[va],[tipo])",VF,es-es
VF.PLAN,Finanzas,Devuelve el valor futuro del capital principal inicial después de aplicar una serie de tasas de interés compuesto.,https://support.microsoft.com/es-es/office/vf-plan-funci%C3%B3n-vf-plan-bec29522-bd87-4082-bab9-a241f3fb251d,"VF.PLAN(principal,programación)",VF.PLAN,es-es
VNA,Finanzas,Devuelve el valor presente neto de una inversión basado en una serie de flujos de efectivos periódicos y una tasa de descuento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-npv-8672cb67-2576-4d07-b67b-ac28acf2a568,VNA(tasa;valor1;[valor2];...),NPV,es-es
VNA.NO.PER,Finanzas,Devuelve el valor neto actual para una programación de flujo de caja que no es necesariamente periódica.,https://support.microsoft.com/es-es/office/funci%C3%B3n-vna-no-per-1b42bbf6-370f-4532-a0eb-d67c16b664b7,"VNA.NO.PER(tasa, valores, fechas)",VNA.NO.PER,es-es
WORKDAY.INTL,Fecha y hora,"Devuelve una fecha unos días antes o después de una fecha de inicio. Además, para no incluir días no laborables usa parámetros que especifican el número y fechas de fines de semana y días no laborables.",https://support.microsoft.com/es-es/office/funci%C3%B3n-dia-lab-intl-a378391c-9ba7-4678-8a39-39611a9bf81d,"DIA.LAB.INTL(fecha_inicial, días, [fin_de_semana], [días_no_laborables])",DIA.LAB.INTL,es-es
XMLFILTRO,Web,Devuelve datos específicos del contenido XML con el XPath especificado.,https://support.microsoft.com/es-es/office/xmlfiltro-funci%C3%B3n-xmlfiltro-4df72efc-11ec-4951-86f5-c1374812f5b7,=XMLFILTRO(),XMLFILTRO,es-es
XO,Lógica,"Devuelve una operación ""OR exclusiva"" lógica de todos los argumentos",https://support.microsoft.com/es-es/office/xo-funci%C3%B3n-xo-1548d4c2-5e47-4f77-9a92-0533bba14f37,"=XO(3>0,2<9)",XO,es-es
Y,Lógica,Devuelve TRUE si todos sus argumentos son TRUE.,https://support.microsoft.com/es-es/office/y-funci%C3%B3n-y-5f19b2e8-e1df-4408-897a-ce285a19e9d9,"=SI(Y(A2<A3,A2<100),A2,""El valor está fuera del rango"")",Y,es-es
"FUNCIONES DERECHA, DERECHAB",Texto,Devuelve los caracteres del extremo derecho de un valor de texto.,https://support.microsoft.com/es-es/office/derecha-y-derechab-funciones-derecha-y-derechab-240267ee-9afa-4639-a02b-f19e1786cf2f,"DERECHA(texto,[núm_de_caracteres])",DERECHA,es-es
"FUNCIONES ENCONTRAR, ENCONTRARB",Texto,Busca un valor de texto dentro de otro (distingue mayúsculas de minúsculas).,https://support.microsoft.com/es-es/office/encontrar-y-encontrarb-funciones-encontrar-y-encontrarb-c7912941-af2a-4bdf-a553-d0d89b0a0628,"ENCONTRAR(texto_buscado, dentro_del_texto, [núm_inicial])",ENCONTRAR,es-es
"FUNCIONES EXTRAE, EXTRAEB",Texto,Devuelve un número específico de caracteres de una cadena de texto a partir de la posición especificada,https://support.microsoft.com/es-es/office/extrae-y-extraeb-funciones-extrae-y-extraeb-d5f9e25c-d7d6-472e-b568-4ecb12433028,"EXTRAE(texto, posición_inicial, núm_de_caracteres)",EXTRAE,es-es
"FUNCIONES HALLAR, HALLARB",Texto,Busca un valor de texto dentro de otro (no distingue mayúsculas de minúsculas).,https://support.microsoft.com/es-es/office/hallar-y-hallarb-funciones-hallar-y-hallarb-9ab04538-0e55-4719-a72e-b6f54513b495,"=HALLAR(""p"",""impresora"")",HALLAR,es-es
"FUNCIONES IZQUIERDA, IZQUIERDAB",Texto,Devuelve los caracteres del extremo izquierdo de un valor de texto.,https://support.microsoft.com/es-es/office/izquierda-e-izquierdab-funciones-izquierda-e-izquierdab-9203d2d2-7960-479b-84c6-1ea52b99640c,"IZQUIERDA(texto, [Núm_de_caracteres])",IZQUIERDA,es-es
"FUNCIONES LARGO, LARGOB",Texto,Devuelve el número de caracteres de una cadena de texto,https://support.microsoft.com/es-es/office/largo-y-largob-funciones-largo-y-largob-29236f94-cedc-429d-affd-b5e33d2c67cb,LARGO(texto),LARGO,es-es
"FUNCIONES REEMPLAZAR, REEMPLAZARB",Texto,Reemplaza caracteres dentro del texto.,https://support.microsoft.com/es-es/office/reemplazar-y-reemplazarb-funciones-reemplazar-y-reemplazarb-8d799074-2425-4a8a-84bc-82472868878a,"REEMPLAZAR(texto_original, núm_inicial, núm_de_caracteres, texto_nuevo)",REEMPLAZAR,es-es
ISOMITTED,Información,y devuelve VERDADERO o FALSO.,https://support.microsoft.com/es-es/office/funci%C3%B3n-isomitted-831d6fbc-0f07-40c4-9c5b-9c73fd1d60c1,=ISOMITTED(argumento),ISOMITTED,es-es
LAMBDA,Lógica,Crea funciones personalizadas reutilizables y les asigna un nombre descriptivo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-lambda-bd212d27-1cd1-4321-a34a-ccbf254b8b67,"=LAMBDA([parámetro1, parámetro2, …,] cálculo)    ",LAMBDA,es-es
LET,Lógica,Asigna nombres a los resultados de los cálculos,https://support.microsoft.com/es-es/office/funci%C3%B3n-let-34842dd8-b92b-4d3f-b325-b8b8f9908999,"=SI(ESBLANCO(FILTRAR(A2:D8,A2:A8=""Miguel"")),""-"", FILTRAR(A2:D8,A2:A8=""Miguel""))",LET,es-es
MAPEAR,Lógica,para devolver una matriz nueva.,https://support.microsoft.com/es-es/office/funci%C3%B3n-map-48006093-f97c-47c1-bfcc-749263bb1f01,"=MAP (array1, lambda_or_array<#>)",MAP,es-es
REDUCE,Lógica,a cada valor de una matriz para reducirla a un solo valor acumulado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-reduce-42e39910-b345-45f3-84b8-0642b568b7cb,"=REDUCE([initial_value], array, lambda(accumulator, value, body))",REDUCE,es-es
SCAN,Lógica,a cada valor de una matriz y devuelve otra matriz con valores intermedios.,https://support.microsoft.com/es-es/office/funci%C3%B3n-scan-d58dfd11-9969-4439-b2dc-e7062724de29,"=SCAN ([initial_value], array, lambda(accumulator, value, body))",SCAN,es-es
SOLTAR,Búsqueda y referencia,Excluye un número especificado de filas o columnas del inicio o el final de una matriz.,https://support.microsoft.com/es-es/office/funci%C3%B3n-excluir-1cb4e151-9e17-4838-abe5-9ba48d8c6a34,"=EXCLUIR(matriz, filas,[columnas])",EXCLUIR,es-es
TEXTOANTES,Texto,Devuelve el texto que aparece antes de un carácter o una cadena determinados.,https://support.microsoft.com/es-es/office/funci%C3%B3n-textbefore-d099c28a-dba8-448e-ac6c-f086d0fa1b29,"=TEXTBEFORE(text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found])",TEXTBEFORE,es-es
TEXTODESPUES,Texto,Devuelve texto que aparece después de un carácter o una cadena determinados.,https://support.microsoft.com/es-es/office/funci%C3%B3n-textodespues-c8db2546-5b51-416a-9690-c7e6722e90b4,"=TEXTAFTER(text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found])",TEXTODESPUES,es-es
