orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
228,2023,1,1,2023-01-01,Perú,Lima,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
229,2023,1,12,2023-01-12,Colombia,Bogotá,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
230,2023,1,15,2023-01-15,Chile,Santiago,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
231,2023,1,29,2023-01-29,Colombia,Medellín,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
232,2023,1,12,2023-01-12,Ecuador,Cuenca,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
233,2023,1,14,2023-01-14,Venezuela,Valencia,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
234,2023,1,18,2023-01-18,Uruguay,Ciudad de la Costa,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
235,2023,1,29,2023-01-29,Paraguay,Asunción,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
236,2023,1,24,2023-01-24,México,Ciudad de México (CDMX),Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
237,2023,1,23,2023-01-23,Chile,Valparaíso,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
238,2023,1,29,2023-01-29,Venezuela,Caracas,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
239,2023,1,13,2023-01-13,Paraguay,Asunción,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
240,2023,1,8,2023-01-08,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
241,2023,1,21,2023-01-21,Brasil,Brasilia,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
242,2023,1,15,2023-01-15,Perú,Lima,Auriculares,Razer Opus,224,0.11,3,672,73.92
243,2023,1,12,2023-01-12,Brasil,Río de Janeiro,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
244,2023,1,21,2023-01-21,Perú,Lima,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
245,2023,1,12,2023-01-12,Venezuela,Valencia,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
246,2023,1,7,2023-01-07,Costa Rica,Limón,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
247,2023,1,15,2023-01-15,Paraguay,Encarnación,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
248,2023,1,1,2023-01-01,Brasil,Brasilia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
249,2023,1,17,2023-01-17,Paraguay,Asunción,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
250,2023,1,28,2023-01-28,Panamá,Ciudad de Panamá,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
251,2023,1,27,2023-01-27,Costa Rica,Limón,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
252,2023,1,20,2023-01-20,Uruguay,Salto,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
253,2023,1,22,2023-01-22,Colombia,Medellín,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
254,2023,1,14,2023-01-14,México,Guadalajara,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
255,2023,1,2,2023-01-02,Costa Rica,Limón,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
256,2023,1,30,2023-01-30,Ecuador,Cuenca,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
257,2023,1,5,2023-01-05,Panamá,David,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
258,2023,1,19,2023-01-19,Costa Rica,Limón,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
259,2023,1,16,2023-01-16,Venezuela,Valencia,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
260,2023,1,12,2023-01-12,Brasil,Brasilia,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
261,2023,1,2,2023-01-02,México,Guadalajara,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
262,2023,1,29,2023-01-29,Colombia,Cali,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
263,2023,1,6,2023-01-06,México,Ciudad de México (CDMX),Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
264,2023,1,9,2023-01-09,Venezuela,Caracas,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
265,2023,1,22,2023-01-22,Uruguay,Montevideo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
266,2023,1,26,2023-01-26,Brasil,Río de Janeiro,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
267,2023,1,23,2023-01-23,México,Guadalajara,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
268,2023,1,18,2023-01-18,Panamá,David,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
269,2023,1,25,2023-01-25,Colombia,Bogotá,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
270,2023,1,22,2023-01-22,Ecuador,Cuenca,Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
271,2023,1,3,2023-01-03,Colombia,Medellín,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
272,2023,1,20,2023-01-20,Paraguay,Asunción,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
273,2023,1,24,2023-01-24,Colombia,Medellín,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
274,2023,1,14,2023-01-14,Venezuela,Valencia,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
275,2023,1,18,2023-01-18,Ecuador,Quito,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
276,2023,1,25,2023-01-25,Paraguay,Encarnación,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
277,2023,1,9,2023-01-09,Panamá,David,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
278,2023,1,29,2023-01-29,Argentina,Buenos Aires,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
279,2023,1,21,2023-01-21,Colombia,Bogotá,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
280,2023,1,23,2023-01-23,Bolivia,Santa Cruz de la Sierra,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6000000000001
281,2023,1,4,2023-01-04,Chile,Valparaíso,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
282,2023,1,9,2023-01-09,Paraguay,Asunción,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
283,2023,1,2,2023-01-02,Colombia,Medellín,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
284,2023,1,6,2023-01-06,Venezuela,Caracas,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
285,2023,1,20,2023-01-20,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
286,2023,1,22,2023-01-22,Uruguay,Salto,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
287,2023,1,3,2023-01-03,Paraguay,Asunción,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
288,2023,1,3,2023-01-03,Bolivia,Santa Cruz de la Sierra,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
289,2023,1,28,2023-01-28,Chile,Valparaíso,Smartphones,Samsung Galaxy S21,899,0.28,5,4495,1258.6000000000001
290,2023,1,11,2023-01-11,Bolivia,Santa Cruz de la Sierra,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
291,2023,1,28,2023-01-28,Uruguay,Ciudad de la Costa,Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
292,2023,1,1,2023-01-01,Uruguay,Ciudad de la Costa,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
293,2023,1,5,2023-01-05,Panamá,Ciudad de Panamá,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
294,2023,1,3,2023-01-03,Brasil,Río de Janeiro,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
295,2023,1,16,2023-01-16,México,Monterrey,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
296,2023,1,6,2023-01-06,Bolivia,Santa Cruz de la Sierra,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
297,2023,1,16,2023-01-16,Bolivia,Cochabamba,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
298,2023,1,16,2023-01-16,Ecuador,Quito,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
299,2023,1,13,2023-01-13,Panamá,Colón,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
300,2023,1,16,2023-01-16,Costa Rica,Limón,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
301,2023,1,5,2023-01-05,México,Ciudad de México (CDMX),Smartphones,LG Velvet,649,0.12,2,1298,155.76
302,2023,1,22,2023-01-22,Venezuela,Caracas,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
303,2023,1,15,2023-01-15,Uruguay,Salto,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44000000000005
304,2023,1,23,2023-01-23,Uruguay,Salto,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
305,2023,1,14,2023-01-14,Chile,Santiago,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
306,2023,1,14,2023-01-14,Venezuela,Caracas,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
307,2023,1,3,2023-01-03,Bolivia,La Paz,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
308,2023,1,5,2023-01-05,Bolivia,La Paz,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
309,2023,1,22,2023-01-22,Bolivia,Cochabamba,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
310,2023,1,10,2023-01-10,Panamá,Ciudad de Panamá,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
311,2023,1,19,2023-01-19,Costa Rica,Limón,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
312,2023,1,22,2023-01-22,Colombia,Cali,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
313,2023,1,21,2023-01-21,México,Guadalajara,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
314,2023,1,4,2023-01-04,Panamá,David,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
315,2023,1,19,2023-01-19,Venezuela,Caracas,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
316,2023,1,30,2023-01-30,Colombia,Bogotá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
317,2023,1,13,2023-01-13,Costa Rica,Heredia,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
318,2023,1,20,2023-01-20,Paraguay,Asunción,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
319,2023,1,28,2023-01-28,Panamá,Ciudad de Panamá,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
320,2023,1,16,2023-01-16,Brasil,Río de Janeiro,Auriculares,Razer Opus,224,0.11,3,672,73.92
321,2023,1,14,2023-01-14,Bolivia,La Paz,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
322,2023,1,20,2023-01-20,Venezuela,Valencia,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
323,2023,1,3,2023-01-03,Paraguay,Encarnación,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
324,2023,1,24,2023-01-24,Panamá,David,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
325,2023,1,28,2023-01-28,Paraguay,Asunción,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
326,2023,1,21,2023-01-21,México,Guadalajara,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
327,2023,1,4,2023-01-04,Colombia,Bogotá,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
328,2023,1,22,2023-01-22,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
329,2023,1,22,2023-01-22,Panamá,Colón,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
330,2023,1,15,2023-01-15,Argentina,Buenos Aires,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
331,2023,1,31,2023-01-31,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
332,2023,1,8,2023-01-08,Costa Rica,Heredia,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
333,2023,1,13,2023-01-13,Brasil,Río de Janeiro,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
334,2023,1,31,2023-01-31,México,Monterrey,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
335,2023,1,6,2023-01-06,Perú,Arequipa,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
336,2023,1,27,2023-01-27,Panamá,Ciudad de Panamá,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
337,2023,1,6,2023-01-06,Uruguay,Montevideo,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
338,2023,1,19,2023-01-19,Bolivia,Santa Cruz de la Sierra,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
339,2023,1,31,2023-01-31,México,Ciudad de México (CDMX),Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
340,2023,1,12,2023-01-12,Brasil,Río de Janeiro,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
341,2023,1,23,2023-01-23,Perú,Lima,Smartphones,LG Velvet,649,0.12,1,649,77.88
342,2023,1,24,2023-01-24,Uruguay,Ciudad de la Costa,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
343,2023,1,17,2023-01-17,Panamá,Ciudad de Panamá,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
344,2023,1,19,2023-01-19,Venezuela,Maracaibo,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
345,2023,1,22,2023-01-22,Colombia,Cali,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
346,2023,1,15,2023-01-15,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
347,2023,1,8,2023-01-08,Panamá,David,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
348,2023,1,2,2023-01-02,Bolivia,Cochabamba,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
349,2023,1,11,2023-01-11,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
350,2023,1,10,2023-01-10,Perú,Lima,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
351,2023,1,7,2023-01-07,Uruguay,Ciudad de la Costa,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
352,2023,1,15,2023-01-15,Uruguay,Montevideo,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
353,2023,1,15,2023-01-15,Colombia,Cali,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
354,2023,1,24,2023-01-24,Perú,Trujillo,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
355,2023,1,16,2023-01-16,Argentina,Buenos Aires,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
356,2023,1,1,2023-01-01,México,Guadalajara,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
357,2023,1,28,2023-01-28,Chile,Valparaíso,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
358,2023,1,18,2023-01-18,Colombia,Bogotá,Tablets,Xiaomi Mi Pad 5,449,0.26,3,1347,350.22
359,2023,1,31,2023-01-31,Costa Rica,San José,Auriculares,Beats Studio3,274,0.13,3,822,106.86
360,2023,1,3,2023-01-03,Panamá,David,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
361,2023,1,25,2023-01-25,Uruguay,Salto,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
362,2023,1,22,2023-01-22,Brasil,Río de Janeiro,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
363,2023,1,27,2023-01-27,Uruguay,Montevideo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
364,2023,1,1,2023-01-01,Colombia,Bogotá,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
365,2023,1,6,2023-01-06,Venezuela,Caracas,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
366,2023,1,10,2023-01-10,México,Ciudad de México (CDMX),Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
367,2023,1,16,2023-01-16,Ecuador,Cuenca,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
368,2023,1,18,2023-01-18,Paraguay,Encarnación,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
369,2023,1,9,2023-01-09,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
370,2023,1,24,2023-01-24,Chile,Concepción,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
371,2023,1,20,2023-01-20,Ecuador,Guayaquil,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
372,2023,1,21,2023-01-21,Costa Rica,Heredia,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
373,2023,1,17,2023-01-17,México,Monterrey,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
374,2023,1,24,2023-01-24,Brasil,São Paulo,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
375,2023,1,23,2023-01-23,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
376,2023,1,13,2023-01-13,Panamá,Ciudad de Panamá,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
377,2023,1,10,2023-01-10,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16000000000003
378,2023,1,6,2023-01-06,México,Ciudad de México (CDMX),Smartphones,iPhone 13,1099,0.19,1,1099,208.81
379,2023,1,13,2023-01-13,México,Monterrey,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
380,2023,1,30,2023-01-30,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
381,2023,1,29,2023-01-29,Perú,Arequipa,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
382,2023,1,9,2023-01-09,Panamá,Colón,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
383,2023,1,17,2023-01-17,Brasil,Río de Janeiro,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
384,2023,1,27,2023-01-27,Brasil,São Paulo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
385,2023,1,26,2023-01-26,Perú,Trujillo,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
386,2023,1,25,2023-01-25,Uruguay,Montevideo,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
387,2023,1,19,2023-01-19,Paraguay,Ciudad del Este,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
388,2023,1,22,2023-01-22,Venezuela,Valencia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
389,2023,1,23,2023-01-23,Colombia,Bogotá,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
390,2023,1,30,2023-01-30,Bolivia,La Paz,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
391,2023,1,7,2023-01-07,Brasil,Brasilia,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
392,2023,1,20,2023-01-20,Chile,Santiago,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
393,2023,1,13,2023-01-13,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
394,2023,1,26,2023-01-26,Paraguay,Ciudad del Este,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
395,2023,1,29,2023-01-29,Perú,Trujillo,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
396,2023,1,11,2023-01-11,Colombia,Cali,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
397,2023,1,11,2023-01-11,Brasil,Brasilia,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78000000000003
398,2023,1,1,2023-01-01,Venezuela,Valencia,Auriculares,Razer Opus,224,0.11,2,448,49.28
399,2023,1,22,2023-01-22,Uruguay,Ciudad de la Costa,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
400,2023,1,2,2023-01-02,Chile,Santiago,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
401,2023,1,5,2023-01-05,Panamá,David,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
402,2023,1,6,2023-01-06,Chile,Valparaíso,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
403,2023,1,1,2023-01-01,Panamá,Colón,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
404,2023,1,2,2023-01-02,Costa Rica,Heredia,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
405,2023,1,27,2023-01-27,Brasil,Brasilia,Auriculares,Razer Opus,224,0.11,4,896,98.56
406,2023,1,16,2023-01-16,México,Ciudad de México (CDMX),Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
407,2023,1,20,2023-01-20,Venezuela,Valencia,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
408,2023,1,3,2023-01-03,Ecuador,Cuenca,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
409,2023,1,24,2023-01-24,Perú,Lima,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
410,2023,1,12,2023-01-12,Bolivia,La Paz,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
411,2023,1,25,2023-01-25,Colombia,Medellín,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
412,2023,1,4,2023-01-04,Colombia,Cali,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
413,2023,1,12,2023-01-12,Perú,Trujillo,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
414,2023,1,17,2023-01-17,Brasil,Río de Janeiro,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
415,2023,1,20,2023-01-20,Costa Rica,Limón,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
416,2023,1,29,2023-01-29,Brasil,Brasilia,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
417,2023,1,7,2023-01-07,México,Guadalajara,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
418,2023,1,16,2023-01-16,Costa Rica,Limón,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
419,2023,1,16,2023-01-16,Colombia,Medellín,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
420,2023,1,15,2023-01-15,Perú,Trujillo,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
421,2023,1,21,2023-01-21,Ecuador,Quito,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
422,2023,1,29,2023-01-29,Perú,Arequipa,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
423,2023,1,17,2023-01-17,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
424,2023,1,9,2023-01-09,Chile,Concepción,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
425,2023,1,26,2023-01-26,México,Ciudad de México (CDMX),Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
426,2023,1,25,2023-01-25,Bolivia,Santa Cruz de la Sierra,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
427,2023,1,24,2023-01-24,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
428,2023,1,25,2023-01-25,Brasil,São Paulo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
429,2023,1,29,2023-01-29,Brasil,Río de Janeiro,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
430,2023,1,30,2023-01-30,Venezuela,Maracaibo,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
431,2023,1,24,2023-01-24,Argentina,Buenos Aires,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
432,2023,1,15,2023-01-15,Bolivia,Cochabamba,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
433,2023,1,21,2023-01-21,Uruguay,Ciudad de la Costa,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
434,2023,1,26,2023-01-26,México,Ciudad de México (CDMX),Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
435,2023,1,17,2023-01-17,Chile,Santiago,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
436,2023,1,22,2023-01-22,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
437,2023,1,29,2023-01-29,Venezuela,Valencia,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
438,2023,1,8,2023-01-08,México,Ciudad de México (CDMX),Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
439,2023,1,3,2023-01-03,Perú,Arequipa,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
440,2023,1,4,2023-01-04,Venezuela,Valencia,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
441,2023,1,23,2023-01-23,Costa Rica,San José,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
442,2023,1,26,2023-01-26,Paraguay,Encarnación,Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
443,2023,1,10,2023-01-10,Colombia,Medellín,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
444,2023,1,29,2023-01-29,Venezuela,Valencia,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
445,2023,1,30,2023-01-30,Brasil,Río de Janeiro,Auriculares,Razer Opus,224,0.11,5,1120,123.2
446,2023,1,7,2023-01-07,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
447,2023,1,25,2023-01-25,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
448,2023,2,24,2023-02-24,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
449,2023,2,3,2023-02-03,Ecuador,Guayaquil,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
450,2023,2,4,2023-02-04,Uruguay,Salto,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
451,2023,2,25,2023-02-25,Costa Rica,Heredia,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
452,2023,2,3,2023-02-03,Venezuela,Maracaibo,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
453,2023,2,28,2023-02-28,Ecuador,Cuenca,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
